元データ,Channel ID,関数でチャレンジ（重すぎる）,もりゆか検証中：GASでチャレンジ,GAS用✍
youtube.com::afv_user_id_0P8fXzj-JxUsvDFEbpAkSg,UC0P8fXzj-JxUsvDFEbpAkSg,,,
youtube.com::afv_user_id_XlhHqw9V9cBqN5Sb1E4Zhw,UCXlhHqw9V9cBqN5Sb1E4Zhw,,,
youtube.com::afv_user_id_S2mig4uBIFett4n5rAEydQ,UCS2mig4uBIFett4n5rAEydQ,,,
youtube.com::afv_user_id_CZZqyRyR_L5KNABW3suYww,UCCZZqyRyR_L5KNABW3suYww,,,
youtube.com::afv_user_id_TIE7LM5X15NVugV7Krp9Hw,UCTIE7LM5X15NVugV7Krp9Hw,,,
youtube.com::afv_user_id_4bSJdI2RTNSld1_M_liO0w,UC4bSJdI2RTNSld1_M_liO0w,,,
youtube.com::afv_user_id_1ToVxtUzre1zhpTVxsSh5Q,UC1ToVxtUzre1zhpTVxsSh5Q,,,
youtube.com::afv_user_id_5ChzglK_olBiiQVkZ6pHMQ,UC5ChzglK_olBiiQVkZ6pHMQ,,,
youtube.com::afv_user_id_jg83ktSXFeFFe92L3kMpfw,UCjg83ktSXFeFFe92L3kMpfw,,,
youtube.com::afv_user_id_JbVubpHRiCKMQt8OYZ_aMQ,UCJbVubpHRiCKMQt8OYZ_aMQ,,,
youtube.com::afv_user_id_vlctY0BTwLULhSSpZ6_wmw,UCvlctY0BTwLULhSSpZ6_wmw,,,
youtube.com::afv_user_id_THEL9A1H_XBlEgVM-tsm6A,UCTHEL9A1H_XBlEgVM-tsm6A,,,
youtube.com::afv_user_id_ov1FK-OXedGePspB7oMK2A,UCov1FK-OXedGePspB7oMK2A,,,
youtube.com::afv_user_id_PegRZs0TOBZ9LnhxSN27KQ,UCPegRZs0TOBZ9LnhxSN27KQ,,,
youtube.com::afv_user_id_vslSwTWVON6C8eto_uVnEA,UCvslSwTWVON6C8eto_uVnEA,,,
youtube.com::afv_user_id_ucL8Ib4JOigpW0pgjI46xA,UCucL8Ib4JOigpW0pgjI46xA,,,
youtube.com::afv_user_id_AGbI6vuwZg3_FbEMAc7DeA,UCAGbI6vuwZg3_FbEMAc7DeA,,,
youtube.com::afv_user_id_JubINhCcFXlsBwnHp0wl_g,UCJubINhCcFXlsBwnHp0wl_g,,,
youtube.com::afv_user_id_V_e5CE026DKpkXEeXvo3cQ,UCV_e5CE026DKpkXEeXvo3cQ,,,
youtube.com::afv_user_id_-CplAgEAaD9-KNxBajXoWg,UC-CplAgEAaD9-KNxBajXoWg,,,
youtube.com::afv_user_id__ak3ZurSDtT3Kv1RFdrgiA,UC_ak3ZurSDtT3Kv1RFdrgiA,,,
youtube.com::afv_user_id_uvk5PilcvDECU7dDZhQiEw,UCuvk5PilcvDECU7dDZhQiEw,,,
youtube.com::afv_user_id_jbJgd55C7IeQZHADm0zqOA,UCjbJgd55C7IeQZHADm0zqOA,,,
youtube.com::afv_user_id_LtyO7155AztR63dmnAJ5BQ,UCLtyO7155AztR63dmnAJ5BQ,,,
youtube.com::afv_user_id_Itf9xRYdHYlGwAw9JnsnJw,UCItf9xRYdHYlGwAw9JnsnJw,,,
youtube.com::afv_user_id_vAfPHYrXj0feVxv7cVmOMw,UCvAfPHYrXj0feVxv7cVmOMw,,,
youtube.com::afv_user_id_SirbGHyl-KqalNkyfrMlIg,UCSirbGHyl-KqalNkyfrMlIg,,,
youtube.com::afv_user_id_YMlRRn0d2B94ZOycjI9mzg,UCYMlRRn0d2B94ZOycjI9mzg,,,
youtube.com::afv_user_id_7XCjKxBEct0uAukpQXNFPw,UC7XCjKxBEct0uAukpQXNFPw,,,
youtube.com::afv_user_id_6knU4n7sbFumqzr_JrWUGQ,UC6knU4n7sbFumqzr_JrWUGQ,,,
youtube.com::afv_user_id_dzSQbtvVyIkuUo9Nj8F8hw,UCdzSQbtvVyIkuUo9Nj8F8hw,,,
youtube.com::afv_user_id_tDEkfJlNHq_ONjQnsX5YeA,UCtDEkfJlNHq_ONjQnsX5YeA,,,
youtube.com::afv_user_id_RoRBrupuVWnMjEPKL2pyeA,UCRoRBrupuVWnMjEPKL2pyeA,,,
youtube.com::afv_user_id_jWLRmyufIkmT-T39b8BBew,UCjWLRmyufIkmT-T39b8BBew,,,
youtube.com::afv_user_id_IYhZm6G25-47TB4_v9M-0w,UCIYhZm6G25-47TB4_v9M-0w,,,
youtube.com::afv_user_id_DclEY1cvwgHA7isrf7C3Ag,UCDclEY1cvwgHA7isrf7C3Ag,,,
youtube.com::afv_user_id_y3DKudtSmhDvTJSTIeQuaA,UCy3DKudtSmhDvTJSTIeQuaA,,,
youtube.com::afv_user_id_7RRJwv6RWtN_SxxN90Vc1Q,UC7RRJwv6RWtN_SxxN90Vc1Q,,,
youtube.com::afv_user_id_upSEaH1NL8V3VTqDQBtwYg,UCupSEaH1NL8V3VTqDQBtwYg,,,
youtube.com::afv_user_id_vY8g74sMTQYBw7UKni3b7Q,UCvY8g74sMTQYBw7UKni3b7Q,,,
youtube.com::afv_user_id_Jb6He2xxvi7irfcw7pPU4w,UCJb6He2xxvi7irfcw7pPU4w,,,
youtube.com::afv_user_id_n2GQYSapde4rh-ykVCdFIw,UCn2GQYSapde4rh-ykVCdFIw,,,
youtube.com::afv_user_id_am3IAA-nyfxRL8_wDQ35VA,UCam3IAA-nyfxRL8_wDQ35VA,,,
youtube.com::afv_user_id_c-eQ7dIb2JWS5Ak6hTu7ww,UCc-eQ7dIb2JWS5Ak6hTu7ww,,,
youtube.com::afv_user_id_M69W19x0V4uD_-NRw5BM_Q,UCM69W19x0V4uD_-NRw5BM_Q,,,
youtube.com::afv_user_id_iAU9yq0ip_NsXB7NZeILuQ,UCiAU9yq0ip_NsXB7NZeILuQ,,,
youtube.com::afv_user_id_4BQjeEH7-iUqUbyYVDYtsg,UC4BQjeEH7-iUqUbyYVDYtsg,,,
youtube.com::afv_user_id_EgdnRPf7jUNx6YhV2zVBjA,UCEgdnRPf7jUNx6YhV2zVBjA,,,
youtube.com::afv_user_id_kprc8Iv9GWsAXs92YeNuVQ,UCkprc8Iv9GWsAXs92YeNuVQ,,,
youtube.com::afv_user_id_EH8O1Z3yM14mH671CaSf4Q,UCEH8O1Z3yM14mH671CaSf4Q,,,
youtube.com::afv_user_id_nnXIoq5MFXVBQ6aAyOTsfA,UCnnXIoq5MFXVBQ6aAyOTsfA,,,
youtube.com::afv_user_id_9SNhQ9dCGvs3QCtxp_pHpg,UC9SNhQ9dCGvs3QCtxp_pHpg,,,
youtube.com::afv_user_id_nOh_zit1JSDqJ_M_-a-jIw,UCnOh_zit1JSDqJ_M_-a-jIw,,,
youtube.com::afv_user_id_VAjO3FLQ56qG8XWEvnG9XA,UCVAjO3FLQ56qG8XWEvnG9XA,,,
youtube.com::afv_user_id_rkLmWsk5HKtx6e4N0unAoQ,UCrkLmWsk5HKtx6e4N0unAoQ,,,
youtube.com::afv_user_id_6YYN5U2R4Fp0im2gHMhQyw,UC6YYN5U2R4Fp0im2gHMhQyw,,,
youtube.com::afv_user_id_y_AQBglp9Mc1dvNT2wYMgQ,UCy_AQBglp9Mc1dvNT2wYMgQ,,,
youtube.com::afv_user_id_kBHs1AVh2XiNSz3zCR1Rrw,UCkBHs1AVh2XiNSz3zCR1Rrw,,,
youtube.com::afv_user_id_bXVdQtCDjHtigxNOHaqLrw,UCbXVdQtCDjHtigxNOHaqLrw,,,
youtube.com::afv_user_id_66VyLEdgCot-4w8x-n0CGA,UC66VyLEdgCot-4w8x-n0CGA,,,
youtube.com::afv_user_id_jaWxz81Jq_8NcGW0Tt_CNA,UCjaWxz81Jq_8NcGW0Tt_CNA,,,
youtube.com::afv_user_id_CoMSVePvyYqgmaXTfuGPKA,UCCoMSVePvyYqgmaXTfuGPKA,,,
youtube.com::afv_user_id_p1Mb7VqIGh3taz4PNrhmAA,UCp1Mb7VqIGh3taz4PNrhmAA,,,
youtube.com::afv_user_id_4x-E2w7ERByR03V3FWJOVQ,UC4x-E2w7ERByR03V3FWJOVQ,,,
youtube.com::afv_user_id_zufaGFZLYnIzI1QXNdk9CA,UCzufaGFZLYnIzI1QXNdk9CA,,,
youtube.com::afv_user_id_OC7DqnGBz0DpGxPsKxUJKQ,UCOC7DqnGBz0DpGxPsKxUJKQ,,,
youtube.com::afv_user_id_zH-IRXHeF4jox0P4qBxWAQ,UCzH-IRXHeF4jox0P4qBxWAQ,,,
youtube.com::afv_user_id_INNL-f2HyUQP1y_UG682hQ,UCINNL-f2HyUQP1y_UG682hQ,,,
youtube.com::afv_user_id_0X6o-aELH_Rt3ZXLoKxe-w,UC0X6o-aELH_Rt3ZXLoKxe-w,,,
youtube.com::afv_user_id_x-l79NDhpI8GDyl_A_C1Ew,UCx-l79NDhpI8GDyl_A_C1Ew,,,
youtube.com::afv_user_id_n5TS6RPzcs1HgcaoS3TXWQ,UCn5TS6RPzcs1HgcaoS3TXWQ,,,
youtube.com::afv_user_id_GDec349YIziUytZzc3d7Yg,UCGDec349YIziUytZzc3d7Yg,,,
youtube.com::afv_user_id_osIfP7AX7yAPV-wEDz5m4Q,UCosIfP7AX7yAPV-wEDz5m4Q,,,
youtube.com::afv_user_id_Y0enM6UYEnZIbYWSCfqREw,UCY0enM6UYEnZIbYWSCfqREw,,,
youtube.com::afv_user_id_B3Sj1L1PacFLSdFwct7faA,UCB3Sj1L1PacFLSdFwct7faA,,,
youtube.com::afv_user_id_a8GISK9_hsZ8aEJEL1u1Sg,UCa8GISK9_hsZ8aEJEL1u1Sg,,,
youtube.com::afv_user_id_fACjikw-cC2nKV_BKCrrCA,UCfACjikw-cC2nKV_BKCrrCA,,,
youtube.com::afv_user_id_rwvWHlrA48rM6SGWdkgUXQ,UCrwvWHlrA48rM6SGWdkgUXQ,,,
youtube.com::afv_user_id_8IK363bd35lzYO7wXUlvRg,UC8IK363bd35lzYO7wXUlvRg,,,
youtube.com::afv_user_id_4QGC7n7sxPeqAvTMMiKWrw,UC4QGC7n7sxPeqAvTMMiKWrw,,,
youtube.com::afv_user_id_ZWyZ5L_MVBCcB8vmkspb8A,UCZWyZ5L_MVBCcB8vmkspb8A,,,
youtube.com::afv_user_id_xZSTfPE5QHHTGf6Ek_jD6Q,UCxZSTfPE5QHHTGf6Ek_jD6Q,,,
youtube.com::afv_user_id_9Tge-JxQCztPjMcrWdzong,UC9Tge-JxQCztPjMcrWdzong,,,
youtube.com::afv_user_id_Tavo_qPc-kP3gFrXEovdog,UCTavo_qPc-kP3gFrXEovdog,,,
youtube.com::afv_user_id_GP9paOldEOSQbx3BRkCkKA,UCGP9paOldEOSQbx3BRkCkKA,,,
youtube.com::afv_user_id_DRgGRWQEJ0S3JWuL4mefQw,UCDRgGRWQEJ0S3JWuL4mefQw,,,
youtube.com::afv_user_id_KybuEEYwNiCbZzq3vYKuvQ,UCKybuEEYwNiCbZzq3vYKuvQ,,,
youtube.com::afv_user_id_TkCA2c43oyr3R6Slwqlbqw,UCTkCA2c43oyr3R6Slwqlbqw,,,
youtube.com::afv_user_id__x_e-SGSU-basLUFOQ6FJA,UC_x_e-SGSU-basLUFOQ6FJA,,,
youtube.com::afv_user_id_Co8exX5Ki19Hj9bvzz-0jA,UCCo8exX5Ki19Hj9bvzz-0jA,,,
youtube.com::afv_user_id_L_ZYXcb07HM4wobK58PcEA,UCL_ZYXcb07HM4wobK58PcEA,,,
youtube.com::afv_user_id_ik1vxTWDQb3ML2LTgFgG5Q,UCik1vxTWDQb3ML2LTgFgG5Q,,,
youtube.com::afv_user_id_-aQcB5xf2u80Wfbz9EPuBg,UC-aQcB5xf2u80Wfbz9EPuBg,,,
youtube.com::afv_user_id_mQTaEWDwIzczaP9g-CHv5g,UCmQTaEWDwIzczaP9g-CHv5g,,,
youtube.com::afv_user_id_kv_bAMJEoNJWThutrtlUQQ,UCkv_bAMJEoNJWThutrtlUQQ,,,
youtube.com::afv_user_id_CywOiodD1cxHoOm_LW8PTw,UCCywOiodD1cxHoOm_LW8PTw,,,
youtube.com::afv_user_id_mDJoGlJaWq66YXtIx7o7pg,UCmDJoGlJaWq66YXtIx7o7pg,,,
youtube.com::afv_user_id_tk3KnxYCoGiyrLVdIOgG1Q,UCtk3KnxYCoGiyrLVdIOgG1Q,,,
youtube.com::afv_user_id_ZW-_zsOADfD_h_aPfhWINw,UCZW-_zsOADfD_h_aPfhWINw,,,
youtube.com::afv_user_id_ymI2jDJl-BnHXJbnC1AOww,UCymI2jDJl-BnHXJbnC1AOww,,,
youtube.com::afv_user_id_4R2E-9VWWBxFb5fC0qy3hQ,UC4R2E-9VWWBxFb5fC0qy3hQ,,,
youtube.com::afv_user_id_Qmrp8xomFRvv0hRfp_hCnw,UCQmrp8xomFRvv0hRfp_hCnw,,,
youtube.com::afv_user_id_G1FgArnX75RutjuW9GrUcQ,UCG1FgArnX75RutjuW9GrUcQ,,,
youtube.com::afv_user_id_RdXakvDXQrgvZlVrsQBZXw,UCRdXakvDXQrgvZlVrsQBZXw,,,
youtube.com::afv_user_id_SX6YVN4P8rVHoMJLtegvXQ,UCSX6YVN4P8rVHoMJLtegvXQ,,,
youtube.com::afv_user_id_gO6damvv8tCdRSkURTcXnQ,UCgO6damvv8tCdRSkURTcXnQ,,,
youtube.com::afv_user_id_XQkQ9ZcPZ2lWYPZ-ggqnaA,UCXQkQ9ZcPZ2lWYPZ-ggqnaA,,,
youtube.com::afv_user_id_1sTn1fjfhePlbCFdeAyw7Q,UC1sTn1fjfhePlbCFdeAyw7Q,,,
youtube.com::afv_user_id_kMRglx6OUT008OwlWPRP7g,UCkMRglx6OUT008OwlWPRP7g,,,
youtube.com::afv_user_id_aiU_gfOYUcpkAHHbNxnVng,UCaiU_gfOYUcpkAHHbNxnVng,,,
youtube.com::afv_user_id_JUI6ukJachNVgDEWqOXF7A,UCJUI6ukJachNVgDEWqOXF7A,,,
youtube.com::afv_user_id_TXi2fFwF3mYhYsF6s70Dqg,UCTXi2fFwF3mYhYsF6s70Dqg,,,
youtube.com::afv_user_id_-gVzqx-OqiA7YMx4yRkY8g,UC-gVzqx-OqiA7YMx4yRkY8g,,,
youtube.com::afv_user_id_LTSeBReT0huR5uygvDzaAA,UCLTSeBReT0huR5uygvDzaAA,,,
youtube.com::afv_user_id_YO1LVH3WixwIIgFapH4g8g,UCYO1LVH3WixwIIgFapH4g8g,,,
youtube.com::afv_user_id_MdXIeSprDWyCkYhhqwi6Aw,UCMdXIeSprDWyCkYhhqwi6Aw,,,
youtube.com::afv_user_id_BwZDLH0cRQ2Pi2ZYEY6agg,UCBwZDLH0cRQ2Pi2ZYEY6agg,,,
youtube.com::afv_user_id_tk1FVtPz-L3Ra5d7OukCGA,UCtk1FVtPz-L3Ra5d7OukCGA,,,
youtube.com::afv_user_id_yNYC9vBDsbjgnyrpGn7W7g,UCyNYC9vBDsbjgnyrpGn7W7g,,,
youtube.com::afv_user_id_R3eHnvTsH8v3Bf_DQWr72w,UCR3eHnvTsH8v3Bf_DQWr72w,,,
youtube.com::afv_user_id_oYUFSKshMLgeGJb9NmcFtg,UCoYUFSKshMLgeGJb9NmcFtg,,,
youtube.com::afv_user_id_bQ_5j2DX8gWVpIG6XF2q0w,UCbQ_5j2DX8gWVpIG6XF2q0w,,,
youtube.com::afv_user_id_R9pkNG9IwCUxs33S_tftCQ,UCR9pkNG9IwCUxs33S_tftCQ,,,
youtube.com::afv_user_id_ppT5_mIjBg--NZBA8IheqQ,UCppT5_mIjBg--NZBA8IheqQ,,,
youtube.com::afv_user_id_xAAsBC4jJVN3M0VZTAhiVg,UCxAAsBC4jJVN3M0VZTAhiVg,,,
youtube.com::afv_user_id_KSpe0bX39VZQtRcaQcJ9RQ,UCKSpe0bX39VZQtRcaQcJ9RQ,,,
youtube.com::afv_user_id_IpnhoHIbMThKAHUq2lyHdg,UCIpnhoHIbMThKAHUq2lyHdg,,,
youtube.com::afv_user_id_d3oKRW1QGDg6O8jADSBSew,UCd3oKRW1QGDg6O8jADSBSew,,,
youtube.com::afv_user_id_yYHKH89L64E_2yGKnKsWnA,UCyYHKH89L64E_2yGKnKsWnA,,,
youtube.com::afv_user_id_FfevcA6MGBQjDmevtzPzWQ,UCFfevcA6MGBQjDmevtzPzWQ,,,
youtube.com::afv_user_id_m2qh67cu_VoyF2-JZC-9TQ,UCm2qh67cu_VoyF2-JZC-9TQ,,,
youtube.com::afv_user_id_g9AKxJ-4pP8gmUdQ01rc4Q,UCg9AKxJ-4pP8gmUdQ01rc4Q,,,
youtube.com::afv_user_id_Q5YkZwjrkHNu93QVJOxDKw,UCQ5YkZwjrkHNu93QVJOxDKw,,,
youtube.com::afv_user_id_9aER0bs2IpqTQNKljzzBFQ,UC9aER0bs2IpqTQNKljzzBFQ,,,
youtube.com::afv_user_id_unH3a997TOmaHJ29hO-gsQ,UCunH3a997TOmaHJ29hO-gsQ,,,
youtube.com::afv_user_id_wvmiedLgMyBqM55uCgWfdw,UCwvmiedLgMyBqM55uCgWfdw,,,
youtube.com::afv_user_id_r24Ll7IT2hPquu-n11dNWQ,UCr24Ll7IT2hPquu-n11dNWQ,,,
youtube.com::afv_user_id_wonZQfzB3EIlqvbUYhd2YA,UCwonZQfzB3EIlqvbUYhd2YA,,,
youtube.com::afv_user_id_T7TQjWmAaxy37GhPFG7RYg,UCT7TQjWmAaxy37GhPFG7RYg,,,
youtube.com::afv_user_id_xALtA3sS36PCSzcIIC3X8g,UCxALtA3sS36PCSzcIIC3X8g,,,
youtube.com::afv_user_id_NK9sGGGJVxoLHQxuBp0bbA,UCNK9sGGGJVxoLHQxuBp0bbA,,,
youtube.com::afv_user_id_JZwU-K3wvFbV3zTVRleNoA,UCJZwU-K3wvFbV3zTVRleNoA,,,
youtube.com::afv_user_id_kbTHtZb_16UZBSXVdFpT0Q,UCkbTHtZb_16UZBSXVdFpT0Q,,,
youtube.com::afv_user_id_mMiu2DWVDCtj3W76zrRuXg,UCmMiu2DWVDCtj3W76zrRuXg,,,
youtube.com::afv_user_id_OD-DHOD7kEg1DH-bNHgkiA,UCOD-DHOD7kEg1DH-bNHgkiA,,,
youtube.com::afv_user_id_iclWpWVa33vbkYGaeLe5SQ,UCiclWpWVa33vbkYGaeLe5SQ,,,
youtube.com::afv_user_id_k3IK8JPNNF-nKf7jsMvTlg,UCk3IK8JPNNF-nKf7jsMvTlg,,,
youtube.com::afv_user_id_5p3H-Ep9tiIgGj9pvcrH0g,UC5p3H-Ep9tiIgGj9pvcrH0g,,,
youtube.com::afv_user_id_wkFWrmq2I65jdJooqwSXhg,UCwkFWrmq2I65jdJooqwSXhg,,,
youtube.com::afv_user_id_b1xMNDP5PiOb6TDFbt_ekg,UCb1xMNDP5PiOb6TDFbt_ekg,,,
youtube.com::afv_user_id_pAaDKXNPAkZq0HyxwUeUHw,UCpAaDKXNPAkZq0HyxwUeUHw,,,
youtube.com::afv_user_id_Dy7RpxdBRnVJzDUJZ_-ktg,UCDy7RpxdBRnVJzDUJZ_-ktg,,,
youtube.com::afv_user_id_hNoHGRo0pJZA10eZ4-t9qg,UChNoHGRo0pJZA10eZ4-t9qg,,,
youtube.com::afv_user_id_L_O_HXgLJx3Auteer0n0pA,UCL_O_HXgLJx3Auteer0n0pA,,,
youtube.com::afv_user_id_Rm6lqtdxs_Qo6HeL-SRQ-w,UCRm6lqtdxs_Qo6HeL-SRQ-w,,,
youtube.com::afv_user_id_hqXaa0lfp9CLLBVA8T8XHA,UChqXaa0lfp9CLLBVA8T8XHA,,,
youtube.com::afv_user_id_6441KFh3-Bp09EVE3F21rg,UC6441KFh3-Bp09EVE3F21rg,,,
youtube.com::afv_user_id_s3YbBxoQYyPLFKFC2D8Efw,UCs3YbBxoQYyPLFKFC2D8Efw,,,
youtube.com::afv_user_id_phXm7TyJKC1IQWrSed8C2w,UCphXm7TyJKC1IQWrSed8C2w,,,
youtube.com::afv_user_id_hcn5tnl9nop-uM_B40_pqQ,UChcn5tnl9nop-uM_B40_pqQ,,,
youtube.com::afv_user_id__jXNN1v1tR3O08bxFPSNMA,UC_jXNN1v1tR3O08bxFPSNMA,,,
youtube.com::afv_user_id_CDnbNBq8xIoMCpJQjyuQVQ,UCCDnbNBq8xIoMCpJQjyuQVQ,,,
youtube.com::afv_user_id_NIjpXLKS2PrAzBspZ3ppyw,UCNIjpXLKS2PrAzBspZ3ppyw,,,
youtube.com::afv_user_id_qLoG1F07Juwjq02AseajQg,UCqLoG1F07Juwjq02AseajQg,,,
youtube.com::afv_user_id_Ietn98cOQKpBm3AFHHndiw,UCIetn98cOQKpBm3AFHHndiw,,,
youtube.com::afv_user_id_lXDNKscXXGu03mJwDZNkuA,UClXDNKscXXGu03mJwDZNkuA,,,
youtube.com::afv_user_id_s7pyToKn5LI-k4qQUIZ_iw,UCs7pyToKn5LI-k4qQUIZ_iw,,,
youtube.com::afv_user_id_-JDndHxD9_dQLCeU-Voj0g,UC-JDndHxD9_dQLCeU-Voj0g,,,
youtube.com::afv_user_id_XVAxKPEGH2p9E09O8ZU1iA,UCXVAxKPEGH2p9E09O8ZU1iA,,,
youtube.com::afv_user_id_gB_W7rxolmUxr7TtnA64Uw,UCgB_W7rxolmUxr7TtnA64Uw,,,
youtube.com::afv_user_id_RpRQ48LGfMpYojZo7Srabg,UCRpRQ48LGfMpYojZo7Srabg,,,
youtube.com::afv_user_id_dY4xq81BF7txdldE-1xkAw,UCdY4xq81BF7txdldE-1xkAw,,,
youtube.com::afv_user_id_OcsWKHjIfumR7FhKNZyQfw,UCOcsWKHjIfumR7FhKNZyQfw,,,
youtube.com::afv_user_id_swyexPXZ0L7-m-AZD5tvZA,UCswyexPXZ0L7-m-AZD5tvZA,,,
youtube.com::afv_user_id_DhGhv9gvm1kdLWRbuBtxbA,UCDhGhv9gvm1kdLWRbuBtxbA,,,
youtube.com::afv_user_id_rSynRosDArm5c25ESmVm4A,UCrSynRosDArm5c25ESmVm4A,,,
youtube.com::afv_user_id_69LHPVPZ0EVf35eJp_m9cQ,UC69LHPVPZ0EVf35eJp_m9cQ,,,
youtube.com::afv_user_id_BdFWB8q7igmwhlMjuflJCw,UCBdFWB8q7igmwhlMjuflJCw,,,
youtube.com::afv_user_id_PHChzs3MP7X5BXa1eBaz0g,UCPHChzs3MP7X5BXa1eBaz0g,,,
youtube.com::afv_user_id_Lt_KREQ42w2fTwlK2n1dFw,UCLt_KREQ42w2fTwlK2n1dFw,,,
youtube.com::afv_user_id_pL-Tcg0XVUNhfMs1iMqD7w,UCpL-Tcg0XVUNhfMs1iMqD7w,,,
youtube.com::afv_user_id_OE8QbYgjEKV_ikBuoI3pkw,UCOE8QbYgjEKV_ikBuoI3pkw,,,
youtube.com::afv_user_id__YARi5VMmOdHGDRU3PXE0g,UC_YARi5VMmOdHGDRU3PXE0g,,,
youtube.com::afv_user_id_MSafhuxC4gl2cr22mpOxOg,UCMSafhuxC4gl2cr22mpOxOg,,,
youtube.com::afv_user_id_qhFZ9DHTCkhHhu8YlHSjSg,UCqhFZ9DHTCkhHhu8YlHSjSg,,,
youtube.com::afv_user_id_D-1TFnqeSem13xk52_wPBw,UCD-1TFnqeSem13xk52_wPBw,,,
youtube.com::afv_user_id_dzhaSUj92r1Mi_vayhPBEw,UCdzhaSUj92r1Mi_vayhPBEw,,,
youtube.com::afv_user_id_aEN5jSfzOlOS5ad0GQinSg,UCaEN5jSfzOlOS5ad0GQinSg,,,
youtube.com::afv_user_id_PFQ7ao1TbzJUuITXsG0oww,UCPFQ7ao1TbzJUuITXsG0oww,,,
youtube.com::afv_user_id_OYJsmLG9x6BtSoShqzKxrw,UCOYJsmLG9x6BtSoShqzKxrw,,,
youtube.com::afv_user_id_OsyeHNb_Y2VOHqEiV-6dGQ,UCOsyeHNb_Y2VOHqEiV-6dGQ,,,
youtube.com::afv_user_id_eRYlwTRUJGXC25hFbw2SoA,UCeRYlwTRUJGXC25hFbw2SoA,,,
youtube.com::afv_user_id_VdjYnmDsyiUcpcryI-k6ZA,UCVdjYnmDsyiUcpcryI-k6ZA,,,
youtube.com::afv_user_id_Rcol1cc8T3TR8kSNodQwow,UCRcol1cc8T3TR8kSNodQwow,,,
youtube.com::afv_user_id_u2KRcWt1-EekpFi9ER1viQ,UCu2KRcWt1-EekpFi9ER1viQ,,,
youtube.com::afv_user_id_hzjKoyay_ZYGSqyes9Jxow,UChzjKoyay_ZYGSqyes9Jxow,,,
youtube.com::afv_user_id_G9yjKS4Rbsc7KWLE8Od43w,UCG9yjKS4Rbsc7KWLE8Od43w,,,
youtube.com::afv_user_id_IWJ_FaWuSc3HhWSSrCgTMg,UCIWJ_FaWuSc3HhWSSrCgTMg,,,
youtube.com::afv_user_id_sCvBHQucEbAyQPypuOCA_w,UCsCvBHQucEbAyQPypuOCA_w,,,
youtube.com::afv_user_id_BspeMNZ13xjDC6GkHq-8QQ,UCBspeMNZ13xjDC6GkHq-8QQ,,,
youtube.com::afv_user_id_nKxQZgWkvBTCzK10UbwRlQ,UCnKxQZgWkvBTCzK10UbwRlQ,,,
youtube.com::afv_user_id_QhxtM_x7tu0Nm35zBAaLfA,UCQhxtM_x7tu0Nm35zBAaLfA,,,
youtube.com::afv_user_id_WOE6Nk0SVuZaN2jVZclamg,UCWOE6Nk0SVuZaN2jVZclamg,,,
youtube.com::afv_user_id_WcuTCXP-6L_q9ZHJPHsNMA,UCWcuTCXP-6L_q9ZHJPHsNMA,,,
youtube.com::afv_user_id__nLKMTPUmvICdghQJHlyGw,UC_nLKMTPUmvICdghQJHlyGw,,,
youtube.com::afv_user_id_sBfvxMXtk2Ougx8iHpMphw,UCsBfvxMXtk2Ougx8iHpMphw,,,
youtube.com::afv_user_id_qs6vaEyNntdwKmCiwfZrLA,UCqs6vaEyNntdwKmCiwfZrLA,,,
youtube.com::afv_user_id_qXMJNqO4z0Yr1riWNwVUgA,UCqXMJNqO4z0Yr1riWNwVUgA,,,
youtube.com::afv_user_id_MOQvJh9lzxXDrppLnoZfAg,UCMOQvJh9lzxXDrppLnoZfAg,,,
youtube.com::afv_user_id_GIhu5fy0Q8GJ5FfMSDeshA,UCGIhu5fy0Q8GJ5FfMSDeshA,,,
youtube.com::afv_user_id_7bLn1zY-4_spknnXoCei_g,UC7bLn1zY-4_spknnXoCei_g,,,
youtube.com::afv_user_id_5UYX8Ve_psBdl1Pp7OWCDw,UC5UYX8Ve_psBdl1Pp7OWCDw,,,
youtube.com::afv_user_id_QV15QcAaYXssRTII8abOng,UCQV15QcAaYXssRTII8abOng,,,
youtube.com::afv_user_id_f8pBfudZIgfLL5-10m8BSg,UCf8pBfudZIgfLL5-10m8BSg,,,
youtube.com::afv_user_id_DJ_L7aJsijdUKXQgy7GXhA,UCDJ_L7aJsijdUKXQgy7GXhA,,,
youtube.com::afv_user_id_dnf6D6Sasi1soamrrHfHrg,UCdnf6D6Sasi1soamrrHfHrg,,,
youtube.com::afv_user_id_9GgaLnO9wopEVq-gBHs3dQ,UC9GgaLnO9wopEVq-gBHs3dQ,,,
youtube.com::afv_user_id_fIMLeV15jlAGmYWTuQlpCA,UCfIMLeV15jlAGmYWTuQlpCA,,,
youtube.com::afv_user_id_m_AcqhZjtB8DpipFW7hSJQ,UCm_AcqhZjtB8DpipFW7hSJQ,,,
youtube.com::afv_user_id_7ly4Q6oT3rcdOKQcQVvMgg,UC7ly4Q6oT3rcdOKQcQVvMgg,,,
youtube.com::afv_user_id_-db7Tl3VZJIlICjaoV69iA,UC-db7Tl3VZJIlICjaoV69iA,,,
youtube.com::afv_user_id_7QIvjhoXX2nMaHNaZ4IxuA,UC7QIvjhoXX2nMaHNaZ4IxuA,,,
youtube.com::afv_user_id_uhg79_V-Q9hd2feSzCYSUw,UCuhg79_V-Q9hd2feSzCYSUw,,,
